,Dwelling Type,Dwelling Type,Dwelling Type,Dwelling Type,Number of Bedrooms,Number of Bedrooms,Number of Bedrooms,Number of Bedrooms,Number of Bedrooms,Number of Bedrooms,Number of Bedrooms,Household Composition,Household Composition,Household Composition,Household Composition,Household Composition,Household Composition
,House,Semi-detached,Apartment,Other dwelling,"No bedrooms (studios, etc)",1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 bedrooms,6 or more bedrooms,Couple with no children,Couple with children,One parent with children,Other family,Sole person household,Group household
Postcode,,,,,,,,,,,,,,,,,
6171,34229,703,67,138,24,340,1618,5719,15799,1245,204,6167,10842,3109,188,4413,602
6172,11983,452,6,0,6,43,513,1438,6438,561,78,2475,3454,1362,82,1656,214
6173,11575,88,11,0,0,6,60,847,5973,766,58,1813,3930,989,56,886,107
6174,5137,75,0,3,0,13,181,1527,1897,261,20,827,1435,713,47,824,106
6175,3730,0,3,0,0,10,64,626,1684,222,34,738,1106,358,24,419,32
6176,1941,0,8,0,0,6,14,292,846,124,34,350,620,162,8,172,14
6180,6336,10,3,0,6,92,391,1190,2608,216,48,1238,1770,646,24,807,102
6181,444,0,0,0,0,0,3,24,190,62,14,110,140,20,0,34,0
6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6207,1054,0,0,19,24,20,58,165,371,77,32,280,330,57,10,84,14
6208,10986,404,18,155,35,306,1283,3180,4459,450,107,3414,2527,1176,77,2710,211
6209,1650,3,7,95,7,172,304,336,506,104,43,456,367,188,8,516,34
6210,58778,6962,1599,212,98,2154,9443,24183,25390,2549,394,20606,14275,7551,587,20860,1579
6211,7362,146,81,103,20,158,471,1767,3406,411,40,2396,1889,616,38,1371,98
6213,554,0,0,7,0,24,74,202,120,30,13,163,126,40,0,128,8
6214,623,0,0,7,8,10,35,147,188,42,16,146,175,50,0,70,0
6215,3521,146,3,33,23,115,480,1123,1201,184,50,1074,855,288,20,959,78
6218,500,5,0,3,0,28,57,152,130,28,10,133,98,58,0,116,12
6219,559,0,0,5,0,14,40,120,200,34,8,143,124,54,10,84,4
6220,3760,153,8,41,21,110,429,1380,1177,147,26,1038,952,326,44,923,82
6221,208,0,0,9,0,6,16,33,80,14,6,56,60,20,0,12,0
6223,144,0,0,0,0,8,19,44,45,12,0,32,46,9,0,26,0
6224,1040,44,0,22,0,30,152,408,264,46,3,288,258,107,14,238,22
6225,7753,164,155,42,33,151,1026,3316,2236,296,48,2168,1745,789,57,2328,178
6226,845,0,0,3,0,8,21,130,350,50,10,222,253,32,0,78,0
6227,732,13,0,4,0,5,35,183,259,42,10,174,225,47,0,104,3
6228,123,5,0,0,0,3,8,40,48,16,0,42,30,10,0,36,0
6229,78,5,0,66,8,49,50,33,19,0,0,71,16,0,0,122,10
6230,35104,4244,843,166,62,1606,5154,15656,13168,1342,199,10026,9191,4775,348,12391,1266
6232,9822,488,20,50,3,69,862,2472,4656,302,36,2573,2713,955,66,2030,196
6233,18218,390,74,152,38,233,590,3984,8588,839,142,4602,5101,1614,101,2970,283
6236,1964,9,0,0,0,16,121,524,736,113,36,638,510,120,6,283,22
6237,2367,28,0,13,0,26,170,607,840,131,41,733,645,154,6,302,19
6239,4013,72,5,17,6,62,354,1376,1385,153,50,1269,941,304,33,825,68
6240,150,0,0,0,0,0,8,48,54,6,0,82,32,0,0,24,0
6243,79,0,0,0,0,0,6,32,20,6,0,22,12,14,0,20,8
6244,1308,8,0,4,11,28,200,496,318,74,8,453,282,95,6,319,12
6251,261,0,4,3,3,10,31,85,83,22,0,84,58,16,0,58,8
6252,123,0,0,10,0,8,24,51,18,12,6,51,24,0,0,26,8
6253,583,0,3,12,0,51,164,221,102,28,16,241,87,29,0,202,16
6254,446,0,0,0,0,20,88,226,78,10,0,140,84,30,0,158,16
6255,3791,74,7,24,36,147,523,1448,1124,162,44,1377,817,268,22,991,51
6256,361,6,0,5,0,16,38,132,71,24,0,110,94,10,0,67,12
6258,5484,235,30,16,21,278,813,2173,1542,248,75,1596,1240,473,50,1787,103
6260,1074,14,0,3,0,12,185,421,286,46,26,327,256,80,10,295,33
6262,576,0,0,5,4,29,121,209,136,16,20,217,114,28,0,164,6
6271,2972,111,0,10,8,37,227,1023,1125,155,16,869,763,319,18,607,69
6275,1197,16,17,28,28,111,218,495,264,41,26,497,227,76,10,370,28
6280,25146,1738,96,334,64,811,2803,8750,10211,1041,174,8007,6340,2464,153,6854,602
6281,6616,563,39,79,12,126,447,2130,2943,341,73,2101,2039,522,18,1358,205
6282,1260,16,8,26,10,48,127,267,425,82,20,425,364,39,0,171,36
6284,2333,26,0,23,9,45,172,693,756,66,21,536,742,142,0,327,49
6285,8560,358,44,83,52,288,985,2960,2666,315,97,2046,2386,878,37,1837,387
6286,719,0,0,0,8,66,112,226,162,30,0,222,174,40,8,143,14
6288,461,5,16,8,14,30,70,146,123,20,6,161,118,25,0,103,6
6290,1429,65,9,49,6,105,366,808,317,44,12,693,230,104,6,681,27
6302,2904,78,12,17,23,108,548,1203,783,144,44,1053,529,257,14,965,60
6304,1350,20,0,18,4,64,242,662,251,61,10,497,294,90,12,444,22
6306,784,24,0,0,8,34,115,318,186,22,14,250,188,40,3,205,6
6308,1340,8,0,0,0,51,218,509,336,62,12,444,262,106,6,388,24
6309,252,0,0,0,0,8,54,110,48,6,6,90,40,18,0,68,12
6311,513,0,0,6,0,28,69,186,150,24,22,188,108,28,8,135,8
6312,3606,181,15,14,6,130,653,1541,983,184,26,987,758,399,33,1322,84
6313,215,0,0,0,0,6,16,70,76,16,6,72,50,6,0,36,10
6315,1519,42,0,7,3,53,276,653,386,78,20,482,298,133,18,536,44
6316,342,0,0,0,8,6,50,112,76,16,0,84,92,24,0,68,6
6317,3375,215,7,9,15,100,567,1359,780,128,40,912,757,302,36,917,123
6318,430,0,0,0,0,8,40,147,122,14,8,122,102,36,0,105,0
6320,466,7,0,3,0,9,46,143,130,30,0,127,100,37,0,103,0
6321,402,0,5,7,0,17,56,170,92,16,10,125,80,32,0,116,10
6322,210,0,0,0,0,6,22,78,50,0,10,70,56,8,0,34,0
6323,916,0,0,15,0,34,140,408,208,38,10,323,174,67,8,279,18
6324,3098,46,7,26,16,119,491,1119,787,109,46,973,713,235,14,768,64
6326,449,0,0,0,0,8,42,162,104,34,14,152,100,36,0,67,6
6327,227,0,0,0,0,8,18,72,58,8,0,44,70,0,0,40,6
6328,359,0,0,11,0,12,44,128,78,24,0,119,86,12,0,75,6
6330,31877,1627,113,300,96,1424,4297,12891,9399,1233,341,9378,7366,3162,254,9451,715
6333,4831,375,3,25,27,203,872,2263,1210,196,34,1690,1161,437,6,1479,121
6335,680,4,0,0,0,0,52,246,158,60,16,161,178,26,0,133,16
6336,285,0,0,0,0,11,34,115,88,20,0,70,70,20,0,78,0
6337,427,10,0,5,0,7,41,164,110,20,6,90,124,24,0,125,0
6338,567,13,6,37,19,25,107,203,167,37,6,224,144,15,8,182,9
6341,222,0,0,0,0,0,11,96,58,8,0,44,76,0,0,44,8
6343,183,3,0,0,0,6,16,58,50,6,0,42,60,0,0,50,0
6346,612,11,0,22,0,34,81,247,131,30,10,175,155,50,0,156,15
6348,918,3,8,19,6,78,164,383,281,22,0,318,178,68,0,358,14
6350,247,7,0,6,0,6,40,127,59,6,8,93,50,16,0,93,7
6351,53,0,0,0,0,0,0,18,22,10,0,16,20,0,0,12,0
6352,123,0,0,0,0,6,8,32,38,10,0,32,30,6,0,16,0
6353,654,13,4,3,0,13,75,257,162,52,6,176,188,24,0,176,22
6355,363,5,0,5,0,0,39,137,116,20,13,128,100,18,0,104,10
6356,89,0,0,0,0,6,0,26,24,16,0,23,26,0,0,20,0
6357,45,0,0,0,0,0,6,20,16,0,0,24,6,0,0,6,0
6358,79,0,0,0,0,0,6,26,24,0,0,20,22,0,0,18,0
6359,292,3,0,4,0,5,39,92,102,20,0,91,74,20,8,79,0
6361,71,0,0,0,0,0,6,12,26,8,0,18,14,0,0,10,0
6363,76,0,0,0,0,0,0,22,35,0,0,30,24,0,0,4,0
6365,439,7,0,6,0,22,69,164,111,28,8,138,115,26,0,110,6
6367,273,3,0,0,0,7,50,131,70,12,0,104,46,20,0,103,6
6368,80,0,0,0,0,0,6,18,22,10,0,18,26,0,0,14,0
6369,466,28,0,0,0,0,82,200,126,26,12,168,124,22,0,136,7
6370,348,7,0,0,0,0,44,129,98,12,0,106,78,24,6,92,0
6372,92,0,0,0,0,0,20,50,18,6,0,44,14,6,0,34,0
6373,77,0,0,0,0,0,0,22,32,0,0,22,24,0,0,0,0
6375,710,25,0,12,0,54,90,320,209,28,0,259,152,37,0,259,6
6383,630,8,0,3,0,21,66,315,171,22,0,231,116,56,0,207,12
6384,15,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0
6385,16,0,0,0,0,0,0,6,14,0,0,12,0,0,0,0,0
6386,46,0,0,0,0,0,5,24,20,0,0,11,24,0,6,8,10
6390,1382,29,0,8,0,35,134,452,485,44,16,392,368,112,6,300,17
6391,874,13,0,5,0,26,88,337,212,48,12,277,213,36,0,210,18
6392,332,9,0,7,0,20,53,155,105,6,0,126,77,10,0,113,11
6393,98,0,0,0,0,6,12,36,34,0,0,34,32,12,0,14,0
6394,410,0,0,0,0,0,50,124,138,28,6,138,92,24,0,114,6
6395,1313,41,0,4,8,42,193,535,340,65,25,328,323,75,0,443,34
6396,286,0,0,3,0,16,35,123,74,14,6,75,88,8,0,107,12
6397,79,0,0,0,0,8,24,34,20,0,0,26,8,8,0,30,0
6398,466,6,0,0,0,18,109,245,110,20,0,214,56,42,10,180,10
6401,6578,219,25,45,7,176,1001,2630,1788,276,72,1759,1374,766,53,1973,171
6403,134,0,0,0,0,10,25,58,32,6,0,40,32,12,0,47,0
6405,294,0,0,0,3,8,16,98,70,10,8,62,82,12,0,65,0
6407,764,10,0,7,0,8,114,277,178,64,26,187,204,41,0,223,16
6409,313,0,0,0,0,0,56,116,74,6,10,56,80,24,8,106,0
6410,743,16,19,8,0,56,158,323,161,48,10,235,141,80,8,301,18
6411,106,0,0,0,0,0,8,54,21,6,0,48,24,0,0,8,8
6412,35,0,0,0,0,0,0,8,6,0,0,10,8,0,0,8,0
6413,40,0,0,0,0,6,0,20,18,0,0,22,6,0,0,12,0
6414,61,0,0,0,0,6,0,6,26,0,0,18,14,0,0,6,6
6415,2250,58,5,4,4,92,312,992,540,90,23,622,525,209,6,706,60
6418,542,23,0,9,0,24,100,217,143,32,0,155,138,42,0,202,23
6419,49,0,0,0,0,10,6,14,8,0,0,21,10,0,0,6,0
6420,68,0,0,7,0,0,12,20,14,0,10,14,22,12,0,22,0
6421,120,0,0,0,0,0,0,25,40,11,12,21,38,10,0,27,0
6422,61,0,0,0,0,0,10,10,20,0,0,16,20,0,0,8,0
6423,120,0,0,0,0,6,36,58,26,6,0,56,20,0,0,53,0
6424,54,0,0,0,0,0,12,6,28,0,0,10,22,0,0,16,0
6425,66,0,0,0,0,0,0,25,26,0,0,35,16,0,0,12,0
6426,553,31,0,0,6,58,59,296,161,14,16,188,97,53,0,289,14
6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6428,41,0,0,0,0,0,0,12,10,0,0,18,18,0,0,0,0
6429,650,3,16,7,8,47,84,334,110,14,8,192,102,75,0,232,16
6430,16794,2447,205,114,48,891,2262,6438,5615,899,151,4148,5578,1493,183,4786,605
6431,476,10,18,11,0,36,64,191,24,5,0,63,103,54,6,120,3
6432,5022,542,0,109,26,287,644,2448,1221,152,50,1165,1307,668,63,1589,224
6434,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,8
6436,75,0,4,13,0,14,12,33,22,0,0,18,12,0,14,47,0
6437,321,8,0,0,0,3,35,114,86,0,0,62,104,19,0,36,0
6438,349,16,27,49,6,55,55,151,68,8,0,120,68,34,0,184,21
6440,435,34,4,3,0,34,57,171,78,0,0,107,68,47,17,136,0
6442,1758,115,17,3,0,16,318,937,365,20,6,445,461,191,27,535,57
6443,461,0,0,9,6,38,86,254,82,13,20,126,60,64,6,283,9
6445,130,0,0,0,0,4,10,40,38,14,0,40,40,8,0,21,0
6446,99,0,0,0,0,0,3,41,36,8,0,35,28,0,0,26,0
6447,148,0,0,0,0,0,0,44,50,20,6,43,43,0,0,31,0
6448,298,0,0,0,0,12,32,64,96,26,3,73,73,18,0,64,0
6450,10028,663,112,119,71,532,1367,4180,3069,495,108,2943,2602,975,110,3194,276
6452,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6460,566,26,0,4,6,18,126,253,142,22,0,164,127,43,8,234,7
6461,406,12,0,11,5,0,43,201,115,6,0,126,84,35,0,162,12
6462,147,0,0,3,0,0,10,38,37,20,0,42,36,0,0,30,0
6463,28,0,0,0,0,0,0,10,12,0,0,0,8,0,0,8,0
6465,31,0,0,0,0,0,0,22,18,6,0,14,6,0,0,20,0
6466,41,0,0,0,0,0,0,20,6,0,0,18,8,0,0,0,0
6467,28,0,0,0,0,0,0,10,8,0,0,10,12,0,0,0,0
6468,156,0,0,0,0,10,0,46,40,10,10,32,42,10,0,36,0
6470,20,0,0,0,0,0,0,8,0,0,0,0,12,0,0,8,0
6472,129,0,0,0,0,0,14,48,42,12,0,38,42,8,0,34,6
6473,46,0,0,0,0,0,0,12,10,0,0,12,14,0,0,3,0
6475,312,0,0,0,0,8,70,120,80,20,14,108,66,20,0,114,8
6476,41,0,0,0,0,0,0,28,8,0,0,8,14,0,0,18,0
6477,177,8,0,0,0,0,41,90,48,12,8,51,42,12,0,78,0
6479,485,0,0,0,0,10,68,186,118,20,12,158,108,28,0,124,0
6480,31,0,0,0,0,0,0,8,6,0,0,12,16,0,0,0,0
6484,26,0,0,0,0,4,6,6,0,0,0,12,6,0,0,15,0
6485,358,9,4,0,0,10,66,232,92,0,0,108,62,29,8,189,18
6487,38,0,0,0,0,0,0,16,10,0,0,8,0,0,0,6,0
6488,119,7,0,0,0,0,25,68,33,0,0,48,6,16,0,68,0
6489,67,0,0,0,0,8,26,29,20,0,0,18,16,10,0,47,0
6490,186,0,0,9,0,8,49,72,42,14,0,62,38,12,0,62,0
6501,856,0,0,0,12,12,64,170,312,56,22,226,228,72,0,114,10
6502,950,7,28,4,0,19,98,339,333,60,0,346,226,77,8,203,10
6503,1939,36,0,38,23,74,162,517,642,112,26,586,455,116,15,386,66
6504,164,0,0,0,0,0,6,52,40,12,10,54,42,6,0,23,0
6505,111,0,0,0,0,0,8,30,34,0,0,26,28,0,0,24,0
6506,51,0,0,0,0,8,8,14,14,6,0,32,12,6,0,14,0
6507,374,9,0,7,0,10,42,115,122,20,6,141,85,10,0,89,6
6509,98,0,0,0,0,0,4,41,26,0,0,34,34,0,0,28,0
6510,1475,74,0,16,0,62,214,614,408,60,18,428,330,169,19,492,34
6511,365,5,8,3,6,8,27,187,133,8,0,136,71,16,0,138,8
6512,77,0,0,0,0,0,18,26,24,0,6,24,12,0,0,20,0
6513,137,9,0,0,0,0,22,36,38,10,0,36,37,6,0,42,0
6514,504,14,0,7,0,17,88,261,151,18,0,252,68,18,0,184,6
6515,255,0,0,4,0,3,32,114,66,10,0,94,54,16,0,70,0
6516,1559,57,9,43,21,42,158,592,641,88,15,684,296,119,12,465,41
6517,319,3,4,0,0,21,55,158,70,12,8,112,70,6,0,142,0
6518,142,10,0,0,0,0,6,80,43,8,0,60,24,16,0,49,0
6519,429,16,0,0,0,25,70,168,122,21,7,125,105,32,0,149,0
6521,251,0,0,12,4,14,12,89,78,10,8,93,61,10,0,53,6
6522,320,5,0,11,0,10,35,113,80,22,10,85,88,12,0,85,0
6525,2825,224,39,47,29,143,361,1211,1020,161,16,1093,651,261,17,1005,60
6528,315,0,0,14,0,19,45,110,78,14,10,108,74,23,0,82,8
6530,26014,2517,343,143,74,813,3967,10544,9174,1045,184,7234,6401,3358,332,8208,763
6532,5832,25,5,121,44,213,335,1202,2437,301,72,1617,1673,404,34,911,83
6535,1245,22,12,41,6,64,190,529,281,42,7,482,239,86,10,391,17
6536,975,127,3,68,14,68,242,540,245,24,22,493,226,59,8,393,17
6537,578,32,9,142,12,110,113,329,129,7,7,257,137,33,0,310,35
6556,1805,0,0,0,6,20,108,478,616,124,30,444,486,144,6,274,38
6558,669,5,0,0,0,10,52,200,206,58,8,202,184,48,0,114,0
6560,1211,30,0,0,10,26,197,424,270,50,22,310,265,149,0,279,24
6562,1220,0,0,0,0,24,95,338,368,72,22,355,302,94,8,168,16
6564,298,0,0,0,0,6,44,138,54,13,8,90,48,26,0,80,12
6566,2741,16,6,24,21,86,397,1080,688,152,27,1039,482,218,24,745,78
6567,393,0,0,0,0,20,36,148,105,18,14,142,80,18,0,78,16
6568,166,0,0,0,0,0,26,68,30,12,8,56,50,10,0,38,0
6569,208,0,0,0,0,0,34,64,70,9,0,70,49,6,0,53,0
6571,51,0,0,0,0,8,0,24,12,6,0,25,10,0,0,20,0
6572,52,0,0,0,0,0,0,24,8,0,0,8,20,0,0,10,0
6574,66,0,0,0,0,0,6,14,16,6,0,24,20,0,0,8,0
6575,84,0,0,0,0,0,6,33,22,6,6,18,18,0,0,26,0
6603,924,38,0,3,0,59,121,411,224,50,11,266,201,97,8,299,20
6605,28,0,0,0,0,0,0,12,18,0,0,10,6,0,0,6,0
6606,122,0,0,5,0,4,0,57,26,6,0,40,30,9,0,51,0
6608,99,0,0,3,0,0,0,16,45,0,0,18,30,0,0,19,0
6609,651,14,0,25,0,26,70,236,145,68,16,169,198,26,0,133,18
6612,103,0,0,0,0,8,8,48,16,8,0,35,23,9,0,26,0
6613,45,0,0,0,0,0,0,18,12,6,0,20,14,0,0,18,0
6614,13,0,0,0,0,0,0,10,10,0,0,16,0,0,0,0,0
6616,32,0,0,0,0,0,0,18,10,0,0,6,8,0,0,6,0
6620,225,0,0,3,0,0,30,100,48,7,3,65,53,20,0,68,6
6623,407,3,0,10,0,13,58,140,128,6,6,116,95,24,0,146,7
6625,56,0,0,0,0,0,0,6,20,0,0,16,18,0,0,6,0
6627,46,8,0,0,0,0,6,14,10,0,0,18,6,0,0,14,0
6628,15,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0
6630,328,9,12,12,0,23,54,120,91,14,5,97,68,43,0,117,13
6631,11,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0
6632,70,0,0,0,0,0,0,8,20,12,0,14,22,0,0,6,0
6635,98,13,0,15,0,4,28,48,15,0,0,19,18,22,0,40,0
6638,244,11,0,17,0,22,44,137,43,10,0,79,36,31,0,94,20
6639,56,0,0,8,0,13,22,36,6,0,0,29,0,0,0,45,0
6640,99,0,0,11,0,13,28,46,14,0,5,30,6,0,0,87,10
6642,589,32,29,28,5,57,87,284,87,8,12,168,98,83,27,232,21
6646,214,17,0,0,0,20,44,73,24,0,6,45,20,31,6,71,6
6701,3369,357,59,303,76,464,697,1596,719,89,62,1070,832,445,39,1442,130
6705,102,11,0,25,0,0,28,61,18,0,5,16,34,12,6,39,18
6707,2338,53,75,334,57,249,249,1051,498,70,24,793,634,164,6,648,185
6710,621,31,26,30,8,45,109,229,170,9,0,211,163,38,0,153,14
6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6713,1032,36,42,13,0,12,72,511,155,38,6,216,401,41,0,147,17
6714,12163,1342,465,138,50,779,1490,3881,4297,369,57,2758,4470,785,62,2708,417
6716,118,21,0,17,0,10,48,68,6,0,0,25,54,8,10,62,0
6718,501,183,0,6,21,31,121,220,112,6,8,127,108,116,31,110,17
6720,1449,259,4,29,0,24,251,682,341,12,6,331,577,75,9,340,29
6721,2742,326,377,122,37,370,750,1003,880,106,32,881,1089,163,30,1044,113
6722,7150,1721,326,51,17,700,1124,3664,1919,191,30,1783,2670,873,107,2119,282
6725,8060,922,146,355,204,730,1484,2547,1832,188,42,1670,2255,1023,107,2002,355
6726,4119,500,120,198,59,283,573,1663,1018,160,24,1069,1098,551,45,1016,201
6728,3640,136,0,134,16,211,526,1206,641,86,23,638,703,457,88,920,61
6740,1110,11,0,64,16,91,154,326,131,6,9,115,196,181,32,258,24
6743,3774,544,261,415,77,412,766,1610,822,101,25,1083,1129,600,91,1128,193
6751,2365,63,27,72,24,95,120,1238,302,20,17,449,802,113,14,451,41
6753,3673,78,45,11,6,125,493,1414,694,62,8,624,1111,228,26,747,84
6754,797,14,0,0,0,0,63,510,84,6,0,186,226,56,0,209,18
6758,120,0,0,6,0,10,0,45,6,0,0,16,8,30,0,31,0
6760,302,6,7,16,11,43,39,84,48,0,10,53,44,24,8,112,8
6762,239,0,0,0,0,0,18,76,6,0,0,19,36,18,10,12,0
6765,1325,91,0,29,9,46,313,435,147,13,0,197,252,167,63,307,33
6770,2460,146,29,100,28,177,381,740,244,23,10,249,449,415,75,517,37
6798,524,246,275,3,0,149,313,489,71,17,0,277,353,84,9,339,16
6799,488,0,0,0,0,0,18,100,66,24,0,93,128,18,0,16,0
7000,9217,1503,2818,73,240,2153,4589,4786,1889,559,124,4062,2682,1166,167,4914,1548
7004,4936,944,1359,30,59,1062,2726,2603,1029,269,89,2267,1458,567,89,2847,654
7005,9606,1412,1567,82,148,1241,3409,3596,2607,794,189,3893,2630,674,158,3608,1179
7007,2849,273,90,0,6,213,656,836,730,219,46,806,810,258,28,695,107
7008,10164,726,1355,48,94,1333,3281,4251,1937,460,113,3045,2971,1032,129,3818,613
7009,11473,737,805,95,32,932,3356,5233,1475,295,58,2742,2745,1537,194,3729,684
7010,14605,666,1932,61,69,1387,5101,6969,1800,400,91,3754,3409,2270,238,5808,688
7011,12786,445,1687,11,39,887,3444,7066,1621,350,82,3164,3190,2175,159,4674,435
7012,795,0,0,3,8,22,82,291,154,36,0,210,200,61,10,103,12
7015,9801,431,155,17,9,297,2435,4337,1852,372,64,2957,2224,915,86,2951,292
7016,2349,117,0,0,0,24,221,1545,166,20,0,417,488,440,40,549,63
7017,5659,35,268,30,8,52,600,2436,1276,257,46,1615,1663,469,29,874,107
7018,20850,985,252,24,14,898,3792,9855,3932,769,95,5603,5028,2209,223,5896,625
7019,7028,245,12,0,35,205,943,4150,539,99,8,1297,1480,1289,83,1694,198
7020,2516,6,10,0,10,34,168,814,603,128,38,625,744,172,0,229,36
7021,2383,86,0,0,0,34,269,988,497,130,16,608,689,196,13,423,36
7022,892,4,0,0,0,26,144,401,162,26,0,268,208,67,6,208,14
7023,345,0,0,0,0,0,84,170,66,6,0,126,62,28,0,104,8
7024,537,0,0,0,0,0,80,200,98,22,0,114,166,44,0,84,0
7025,1637,11,0,39,22,91,181,656,388,76,12,543,415,107,10,376,14
7026,1044,0,0,0,0,26,95,430,190,38,22,246,274,82,12,174,18
7027,285,0,0,0,0,14,64,106,62,10,0,76,42,24,0,88,12
7030,17313,222,926,34,44,375,2932,8244,2389,445,171,3561,4221,2990,150,3609,361
7050,12692,944,200,14,7,470,2989,5579,2287,491,114,3285,3207,1412,105,3546,480
7052,6976,241,153,6,0,94,1027,2813,1646,350,64,1877,1886,677,50,1382,155
7053,3385,43,15,0,6,124,379,1199,794,216,50,819,909,262,22,694,64
7054,8948,64,15,93,30,164,1044,3047,1819,402,106,2002,2636,695,37,1248,129
7055,514,9,0,0,0,0,28,296,68,6,0,109,146,79,8,67,10
7109,8805,123,21,66,53,325,1495,3515,1514,300,78,2503,2180,722,66,1797,155
7112,3179,33,17,21,45,209,665,1344,426,76,29,888,612,378,14,913,58
7113,1012,0,13,28,21,75,148,415,156,32,18,342,222,101,6,210,26
7116,2276,6,9,26,25,88,333,1070,325,66,25,687,474,188,20,551,49
7117,809,5,3,14,12,49,194,423,88,18,0,294,138,65,0,266,40
7119,39,0,0,0,0,0,0,22,14,0,0,8,14,0,0,8,0
7120,1681,9,28,7,10,69,325,767,284,72,32,520,336,169,8,540,40
7139,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0
7140,10680,185,123,90,100,489,1728,4987,1516,319,95,2733,2375,1239,106,2753,202
7150,2815,14,9,29,56,196,595,995,470,84,22,896,688,181,22,621,46
7155,839,0,0,29,18,47,126,331,162,40,6,318,196,58,0,182,10
7162,617,0,0,0,0,20,89,266,108,32,0,248,118,50,0,92,8
7163,346,0,0,0,0,11,82,132,44,8,0,126,66,26,0,67,14
7170,5415,4,7,62,7,112,220,1526,1551,410,100,1309,1633,324,28,654,46
7171,3508,87,9,0,0,41,518,1845,503,84,22,928,811,416,38,783,79
7172,4057,63,5,5,10,74,741,1848,586,118,32,1027,932,472,28,961,56
7173,6767,7,0,39,30,263,1319,2893,1052,192,26,1840,1490,696,44,1633,144
7174,184,0,0,0,0,8,38,56,32,14,0,52,52,22,0,20,0
7175,150,0,0,0,0,8,42,58,26,12,8,36,34,8,0,55,6
7176,164,0,0,0,0,10,20,34,28,10,0,32,50,6,0,22,0
7177,410,4,0,7,7,28,82,154,70,6,12,106,98,28,0,110,20
7178,284,0,0,0,0,21,78,116,62,6,0,94,40,26,0,112,14
7179,374,0,0,0,0,35,110,180,34,8,0,152,66,16,6,130,6
7180,145,0,0,0,0,6,54,78,14,0,0,72,16,12,0,44,0
7182,195,0,0,3,0,13,56,109,22,0,0,77,28,10,0,96,0
7183,37,0,0,0,0,0,12,26,8,0,0,18,6,6,0,6,0
7184,715,15,7,16,31,88,220,336,78,25,0,262,119,75,8,335,8
7185,112,0,0,0,0,0,35,48,20,0,0,49,8,8,0,36,0
7186,169,0,0,3,0,14,36,102,10,0,0,58,34,8,0,46,0
7187,123,0,0,4,3,15,32,52,20,12,0,44,22,5,0,61,0
7190,2972,45,6,17,32,178,717,1442,451,80,54,1284,467,226,15,953,73
7209,361,5,0,3,0,24,91,169,68,17,14,153,62,33,0,136,0
7210,896,49,21,17,4,46,256,473,94,21,19,297,169,96,14,353,29
7211,221,10,0,0,0,7,28,108,47,3,0,71,50,16,5,58,0
7212,1600,6,48,9,0,38,271,749,343,56,12,560,374,133,8,392,17
7213,253,0,0,4,8,22,38,142,26,0,0,73,44,30,8,91,0
7214,535,5,0,15,25,41,84,291,72,17,0,162,107,56,8,217,0
7215,3327,25,41,67,54,290,836,1517,558,81,10,1361,589,244,20,1164,91
7216,2855,133,105,54,42,207,935,1578,398,78,17,1201,521,283,24,1262,57
7248,13142,1948,360,54,35,1036,3982,6917,1511,261,90,3075,2967,2208,242,4740,941
7249,11247,927,911,22,25,1002,3382,5833,1875,278,68,3266,2830,1470,144,4405,531
7250,41413,2761,3246,118,116,2567,10629,19927,8506,1771,321,12187,10649,5302,400,14883,1537
7252,2750,0,0,4,8,49,328,1046,654,112,32,929,658,165,6,454,32
7253,4334,359,40,26,16,236,848,2675,594,94,24,1340,798,615,29,1718,111
7254,516,0,0,0,0,20,68,224,84,16,8,148,102,48,0,111,0
7255,726,14,4,3,14,43,165,404,102,14,8,286,121,33,0,299,22
7256,1299,30,3,8,10,102,237,684,226,39,12,435,265,92,18,485,35
7257,51,0,0,0,0,0,10,24,10,0,0,6,12,9,0,27,0
7258,908,0,5,0,0,18,64,259,260,66,26,256,268,51,0,94,8
7259,461,4,0,0,8,38,64,178,72,14,10,128,118,28,0,84,12
7260,2992,73,9,12,10,144,446,1486,478,74,46,936,606,268,18,845,52
7261,211,0,0,0,0,9,30,104,34,6,0,66,32,16,0,69,12
7262,1587,16,27,15,8,57,283,762,314,88,17,547,304,125,6,558,42
7263,560,3,0,0,6,26,70,296,74,10,12,166,122,40,6,147,22
7264,479,0,0,7,16,43,116,206,76,18,5,168,65,35,0,178,24
7265,207,3,0,0,0,3,32,115,38,10,0,75,30,23,0,49,12
7267,733,0,0,10,6,16,84,258,164,30,8,226,182,50,0,86,12
7268,1004,0,0,0,10,29,108,452,154,28,0,268,248,86,0,189,22
7270,3885,0,38,70,11,137,860,1915,580,91,20,1416,675,404,25,1178,98
